Timestamp,Name,Class Section,List one topic of the class that you enjoy,What was the most challenging topic of the class?,"Overall, the learning experience for the class is",(Optional) What do you suggest to improve the class?,cleaned_List one topic of the class that you enjoy,cleaned_What was the most challenging topic of the class?,cleaned_(Optional) What do you suggest to improve the class?
8/22/2019 11:22:10,Student197,G6 (Thur 8:15 - 11:30 SR 3.4),Business Process ,Understanding the difference between functional vs process orientation  ,4,"For the business process, we can have a small activity to do up a process diagram",business process,understand the difference between functional process orientation,for the business process we can have small activity to do up process diagram
8/22/2019 11:22:17,Student198,G6 (Thur 8:15 - 11:30 SR 3.4),Organizational and Location business models,"Business process definition (who, what...)",3,More real life applications / examples,organizational and location business model,business process definition who what,more real life application or example
8/22/2019 11:22:27,Student199,G6 (Thur 8:15 - 11:30 SR 3.4),Business Process Modelling,Business and IT alignment  (Organisation Set up),3,-,business process modelling,business and it alignment organization set up,
8/22/2019 11:22:39,Student200,G2 (Thur 8:15 - 11:30 SR 2.3),Organization Models,Understanding the needs of organization/location model as different companies might have different needs as opposed to a standard set of needs.,4,,organization model,understand the need of organization location model as different company might have different need as oppose to standard set of need,
8/22/2019 11:22:57,Student201,G2 (Thur 8:15 - 11:30 SR 2.3),Organisation Model and Location Model,Understanding the difference between functionality and processes. It is not obvious because we cannot relate to the working industry,4,Prof can use more examples for concepts that are foreign,organization model and location model,understand the difference between functionality and process it is not obvious because we can not relate to the working industry,professor can use more example for concept that are foreign
8/22/2019 11:23:04,Student202,G6 (Thur 8:15 - 11:30 SR 3.4),"Business Process Modeling - I enjoy the most when we are discussing about the diagram, as I love to works with diagrams. ",Business & IT Alignment ,4,,business process model enjoy the most when we are discuss about the diagram as love to work with diagram,business and it alignment,
8/22/2019 11:23:19,Student203,G6 (Thur 8:15 - 11:30 SR 3.4),business process modeling,business process management,4,,business process modeling,business process management,
8/22/2019 11:23:24,Student204,G6 (Thur 8:15 - 11:30 SR 3.4),the topic on functional orientation and process orientation under organisation setup.,"organisation setup, because i have no prior knowledge on this topic and had to take sometime to fully understand the meaning of the different orientations",4,"Give more examples, examples can help us students better understand technical terms.",the topic on functional orientation and process orientation under organization setup,organization setup because have no prior knowledge on this topic and had to take sometime to fully understand the meaning of the different orientation,give more example can help us student well understand technical term
8/22/2019 11:23:25,Student205,G2 (Thur 8:15 - 11:30 SR 2.3),Organisation and Location Model,Enterprise & Project Level,4,speak slower bc it can be hard to catch what she is saying while jotting down the notes,organization and location model,enterprise and project level,speak slow because it can be hard to catch what she is say while jot down the note
8/22/2019 11:23:39,Student206,G6 (Thur 8:15 - 11:30 SR 3.4),I enjoy learning the gaps and issues between business and IT as well as the alignment between business and IT and how they can work together to achieve organisational success. ,Understand the different attributes is business processes such as how and who. The examples such as KFC helps to understand better.,4,,enjoy learn the gap and issue between business and it as well as the alignment between business and it and how they can work together to achieve organizational success,understand the different attribute is business process such as how and who the example such as kfc help to understand good,
8/22/2019 11:23:45,Student207,G6 (Thur 8:15 - 11:30 SR 3.4),I enjoyed the location and organization model of business process modelling.  Quite interesting to learn the large number of factors we can understand from this modelling method.,Functional vs process orientation. Distinguishing between the two was challenging and maybe case studies can be used.,4,,enjoy the location and organization model of business process model quite interest to learn the large number of factor we can understand from this modelling method,functional process orientation distinguish between the two was challenge and maybe case study can be use,
8/22/2019 11:23:47,Student208,G6 (Thur 8:15 - 11:30 SR 3.4),"Business Process, I like the challenge","Business process. 
It was challenging to understand the different steps to take to create a business process model. ",4,More chances for class participation,business process like the challenge,business process it was challenge to understand the different step to take to create business process model,more chance for class participation
8/22/2019 11:24:02,Student209,G6 (Thur 8:15 - 11:30 SR 3.4),Business Process Modeling Part 1 (Organisation and Location Model),Business & IT Alignment (Functional VS Process),4,Time allocated for class discussion could be better managed; most discussion were completed quite fast but some were completed in a rush as there are more thing to type,business process model part organization and location model,business and it alignment functional process,time allocate for class discussion could be well manage most discussion were complete quite fast but some were complete in rush as there are more thing to type
8/22/2019 11:24:26,Student210,G6 (Thur 8:15 - 11:30 SR 3.4),"Who, what, when, where, what, how. I enjoyed that simplification of the basic fundamentals of every business process.","Functional vs Process orientation. Understanding the differences between the 2, especially how they change despite coming having the same business goals is something that I found to be quite challenging but yet interesting. 

This module teaches us to help merge the 2, and help both orientations better understand and synthesize. Looking forward to learn, and perform this. ",4,,who what when where what how enjoy that simplification of the basic fundamental of every business process,functional process orientation understand the difference between the especially how they change despite come having the same business goal is something that find to be quite challenge but yet interest this module teach us to help merge the and help both orientation good understand and synthesize look forward to learn and perform this,
8/22/2019 11:25:13,Student211,G2 (Thur 8:15 - 11:30 SR 2.3),Organisation model,Difference of functional and process,4,More examples ,organization model,difference of functional and process,more example
8/22/2019 11:25:36,Student212,G2 (Thur 8:15 - 11:30 SR 2.3),Business and IT Alignment,Business Process modeling on the functional and process roles,4,,business and it alignment,business process model on the functional and process role,
8/22/2019 11:25:40,Student213,G2 (Thur 8:15 - 11:30 SR 2.3),business and IT alignment ,Business process modelling,4,I think its great that the professor ask us to discuss before giving us the answers,business and it alignment,business process modelling,think its great that the professor ask us to discuss before give us the answer
8/22/2019 11:25:47,Student214,G2 (Thur 8:15 - 11:30 SR 2.3),Business Process Models,BPM: Three Levels of Alignment,4,Please provide detailed explanation on BPM: Three Levels of Alignment :(,business process model,bpm three level of alignment,please provide detailed explanation on bpm three level of alignment
8/22/2019 11:25:50,Student215,G6 (Thur 8:15 - 11:30 SR 3.4),Business and IT alignment,Business process modelling on organization and location model,3,,business and it alignment,business process model on organization and location model,
8/22/2019 11:25:59,Student216,G2 (Thur 8:15 - 11:30 SR 2.3),Different types of models,-,4,,different type of model,,
8/22/2019 11:26:02,Student217,G2 (Thur 8:15 - 11:30 SR 2.3),"Understanding why we Business Processes are important, as well as business modelling activities","Understanding the specific purposes for different models (organisation, location etc)",3,,understand why we business process are important as well as business modelling activity,understand the specific purpose for different model organization location etc,
8/22/2019 11:26:08,Student218,G2 (Thur 8:15 - 11:30 SR 2.3),Business Process Models,The 3 levels of alignment,4,,business process model,the level of alignment,
8/22/2019 11:26:11,Student220,G2 (Thur 8:15 - 11:30 SR 2.3),Business modelling activities and the steps,To understand the sub processes and activities,3,The class discussion could be a bit longer,business model activity and the step,to understand the sub process and activity,the class discussion could be bit longer
8/22/2019 11:26:11,Student219,G2 (Thur 8:15 - 11:30 SR 2.3),BPM Process,Enterprise and Project level. The difference of the concept between these 2 were a little hard to grasp. ,4,NIL,bpm process,enterprise and project level the difference of the concept between these were little hard to grasp,
8/22/2019 11:26:23,Student221,G2 (Thur 8:15 - 11:30 SR 2.3),Business process model ,Functional role vs process roles,3,,business process model,functional role process role,
8/22/2019 11:26:26,Student222,G2 (Thur 8:15 - 11:30 SR 2.3),Business Process Modelling ,Three Level of Alignments ,3,"Provide a clearer explanation and recap for the three level of alignment section because the explanation was too fast, thank you! :) ",business process modelling,three level of alignment,provide clear explanation and recap for the three level of alignment section because the explanation was too fast thank you
8/22/2019 11:26:26,Student223,G8 (Thur 15:30 - 18:45 SR 3.4),org model and location model ,M2 Pg16 Three Levels of Alignment,3,I would like to value the learning experience as 2.5-3. I think more practice can be released before class so we can have a better prepared. I'm a slow learner but always want to try more exercise to understand the topic better. thank you prof!,org model and location model,pg three level of alignment,would like to value the learn experience as think more practice can be release before class so we can have good prepared slow learner but always want to try more exercise to understand the topic well thank you professor
8/22/2019 11:26:47,Student224,G6 (Thur 8:15 - 11:30 SR 3.4),Building different business models to tackle different problems ,So memorize all the new jargons and utilize in class,3,,build different business model to tackle different problem,so memorize all the new jargon and utilize in class,
8/22/2019 11:26:50,Student225,G6 (Thur 8:15 - 11:30 SR 3.4),process modeling and all the modeling that links to many qns ,how to ans some of the qns ,4,more examples or like teach us the approach to ans your qns ty prof,process modeling and all the modeling that link to many question,how to ans some of the question,more example or like teach us the approach to ans your question thank you professor
8/22/2019 11:26:51,Student226,G2 (Thur 8:15 - 11:30 SR 2.3),business and it alignment,understanding the process models,3,,business and it alignment,understand the process model,
8/22/2019 11:26:52,Student227,G2 (Thur 8:15 - 11:30 SR 2.3),"I enjoyed learning about how important it is that businesses and IT needs to align and if there is a misalignment, many things could be implicated. ",Understanding the business process models,4,,enjoy learn about how important it is that business and it need to align and if there is misalignment many thing could be implicate,understand the business process model,
8/22/2019 11:26:59,Student228,G2 (Thur 8:15 - 11:30 SR 2.3),Bridging the gap in communication between business and IT,Understanding how to improve business processes with technology,3,,bridge the gap in communication between business and it,understand how to improve business process with technology,
8/22/2019 11:27:04,Student229,G6 (Thur 8:15 - 11:30 SR 3.4), Organisation Model Meta-model,BPM,3,,organization model meta model,bpm,
8/22/2019 11:27:06,Student230,G2 (Thur 8:15 - 11:30 SR 2.3),business IT alignment,business process modelling,3,maybe go a slower pace because sometimes it takes time to dwelve on the concept that was taught so u can understand it better,business it alignment,business process modelling,maybe go slow pace because sometimes it take time to dwelve on the concept that was teach so can understand it good
8/22/2019 11:27:07,Student231,G2 (Thur 8:15 - 11:30 SR 2.3),Understanding how the organisational model applies to the business. Finding how knowing the individuals inside the departments know what and how to leverage that when trying to plan solutions,It might not be covered yet but i find it very hard to identify problems in the processes. ,4,,understand how the organizational model applies to the business find how know the individual inside the department know what and how to leverage that when try to plan solution,it might not be cover yet but find it very hard to identify problem in the process,
8/22/2019 11:27:10,Student232,G2 (Thur 8:15 - 11:30 SR 2.3),Business Process Model,BPM phrases,3,,business process model,bpm phrase,
8/22/2019 11:27:18,Student233,G2 (Thur 8:15 - 11:30 SR 2.3),Implementation Phase,Business Process(Diagram),4,,implementation phase,business process diagram,
8/22/2019 11:27:22,Student234,G2 (Thur 8:15 - 11:30 SR 2.3),the location and organisation model,the diagramming of the business processes,4,,the location and organization model,the diagramming of the business process,
8/22/2019 11:27:24,Student235,G2 (Thur 8:15 - 11:30 SR 2.3),"I enjoyed learning about the different models involved in various business processes (Organisation, Location) and how they can be used","Functional Role vs Process Role, what differs and how they can be differentiated",3,-,enjoy learn about the different model involve in various business process organization location and how they can be use,functional role process role what differs and how they can be differentiate,
8/22/2019 11:27:32,Student236,G2 (Thur 8:15 - 11:30 SR 2.3),Learning about how the business and IT departments need to align.,The different purposes and uses of the organization and location model was not intuitive at first so it was a bit difficult to understand,3,,learn about how the business and it departments need to align,the different purpose and us of the organization and location model was not intuitive at first so it was bit difficult to understand,
8/22/2019 11:27:37,Student237,G2 (Thur 8:15 - 11:30 SR 2.3),The organizational and location model,Business Modelling Activities,3,,the organizational and location model,business modelling activity,
8/22/2019 11:27:49,Student238,G2 (Thur 8:15 - 11:30 SR 2.3),Business Process Modelling,The thought of having to go home to memorize all the business process models,3,"None, too early to discover",business process modelling,the thought of having to go home to memorize all the business process model,too early to discover
8/22/2019 11:27:52,Student239,G2 (Thur 8:15 - 11:30 SR 2.3),Business IT alignment,Business process modelling,4,,business it alignment,business process modelling,
8/22/2019 11:28:01,Student240,G2 (Thur 8:15 - 11:30 SR 2.3),Business process models and subprocesses,BPM - 3 levels of alignment,3,,business process model and subprocesses,bpm level of alignment,
8/22/2019 11:28:04,Student241,G2 (Thur 8:15 - 11:30 SR 2.3),Business Process,The 6 models. ,3,More real life examples and elaboration. ,business process,the model,more real life example and elaboration
8/22/2019 11:28:05,Student242,G2 (Thur 8:15 - 11:30 SR 2.3),Case activities that we have done in class,Need to think deeper for the solutions of the activities,3,What is the different between objectives and attributes?,case activity that we have do in class,need to think deep for the solution of the activity,what is the different between objective and attribute
8/22/2019 11:28:15,Student243,G2 (Thur 8:15 - 11:30 SR 2.3),"BPM in general was quite interesting, learning it in actuality showed me how ""un-fluffy"" this knowledge was",forming attributes for location model because it was slightly vague in the beginning,4,NIL,bpm in general was quite interesting learn it in actuality show me how un fluffy this knowledge was,form attribute for location model because it was slightly vague in the beginning,
8/22/2019 11:28:48,Student244,G2 (Thur 8:15 - 11:30 SR 2.3),BPM,Levels of alignment,4,,bpm,level of alignment,
8/22/2019 11:29:38,Student245,G2 (Thur 8:15 - 11:30 SR 2.3),"I enjoyed the lesson outline, and content",Professor talked too much content. Hard to take down notes.,3,"Put more content in the slides, so we do not need to input too much content by typing down. I was struggling in some of the slides and I couldnt catch up what Prof was saying.",enjoy the lesson outline and content,professor talk too much content hard to take down note,put more content in the slide so we do not need to input too much content by type down was struggle in some of the slide and couldnt catch up what professor was say
8/22/2019 11:29:39,Student246,G2 (Thur 8:15 - 11:30 SR 2.3),the business process diagram breakdown.,there is alot of content for todays class,4,prof spoke a little too fast during some slides ,the business process diagram breakdown,there is alot of content for today class,professor speak little too fast during some slide
8/22/2019 11:31:52,Student247,G2 (Thur 8:15 - 11:30 SR 2.3),The purpose of the organization and location models,Understanding the difference in functional and process roles,3,,the purpose of the organization and location model,understand the difference in functional and process role,
8/22/2019 11:32:22,Student248,G2 (Thur 8:15 - 11:30 SR 2.3),Business Process model ,Business-Service-Driven KPI approach and Bottom-Up KPI approach ,4,more practice questions ,business process model,business service driven kpi approach and bottom up kpi approach,more practice question
8/22/2019 16:03:22,Student249,G4 (Tue 8:15 - 11:30 SR 3.4),Functional vs Process Orientation,Levels of Alignment,4,,functional process orientation,level of alignment,
8/22/2019 18:19:04,Student250,G8 (Thur 15:30 - 18:45 SR 3.4),Business Process Model,Functional Orientation and Process Orientation,2,,business process model,functional orientation and process orientation,
8/22/2019 18:20:44,Student251,G8 (Thur 15:30 - 18:45 SR 3.4),Location Model,How  Who - What  When  Why,2,Can give more examples to help understand,location model,how who what when why,can give more example to help understand
8/22/2019 18:22:31,Student252,G8 (Thur 15:30 - 18:45 SR 3.4),I rather enjoyed Module 3 cause it was something I could relate to the most,I guess Module 1 and 2 because they were rather abstract to me,4,,rather enjoy module cause it was something could relate to the most,guess module and because they were rather abstract to me,
8/22/2019 18:22:55,Student253,G8 (Thur 15:30 - 18:45 SR 3.4),Functionality and Process Orientation,Business Process Component,3,,functionality and process orientation,business process component,
8/22/2019 18:24:01,Student254,G8 (Thur 15:30 - 18:45 SR 3.4),Business & IT Alignment,Business Process Model,3,,business and it alignment,business process model,
8/22/2019 18:33:40,Student255,G8 (Thur 15:30 - 18:45 SR 3.4),Business process Modelling,Functional vs process orientation,3,nil.,business process modelling,functional process orientation,
8/22/2019 18:37:26,Student256,G8 (Thur 15:30 - 18:45 SR 3.4),DIFFERENT BUSINESS PROCESSES MODEL,KEY ATTRIBUTES AND COMPONENTS,3,,different business process model,key attribute and component,
8/22/2019 18:37:47,Student257,G8 (Thur 15:30 - 18:45 SR 3.4),Business IT alignment: The difference between functional and process orientation and how they can affect a business,business process and the different types of business process models.,3,,business it alignment the difference between functional and process orientation and how they can affect business,business process and the different type of business process model,
8/22/2019 18:37:58,Student258,G8 (Thur 15:30 - 18:45 SR 3.4),Business Process Definition,Business Modelling Activity,3,More hands on and less theory,business process definition,business modelling activity,more hand on and less theory
8/22/2019 18:37:58,Student259,G8 (Thur 15:30 - 18:45 SR 3.4),Business Model Activities ,Organization model,4,,business model activity,organization model,
8/22/2019 18:38:24,Student260,G8 (Thur 15:30 - 18:45 SR 3.4),The DaBao business process as it is interesting and relatable,Trying to grasp the concept of IT-Business alignment,3,The prof could be clearer in his explanation as sometimes it is difficult to catch what the prof is trying to express,the dabao business process as it is interesting and relatable,try to grasp the concept of it business alignment,the professor could be clearer in his explanation as sometimes it is difficult to catch what the professor is try to express
8/22/2019 18:38:25,Student261,G8 (Thur 15:30 - 18:45 SR 3.4),Business IT Alignment,Business process components,2,,business it alignment,business process component,
8/22/2019 18:38:40,Student262,G8 (Thur 15:30 - 18:45 SR 3.4),Module 3,Module 3,4,Good enough though personal experiences acquired from work etc. that is related to the topic at hand can be helpful,module,module,good enough though personal experience acquire from work etc that is relate to the topic at hand can be helpful
8/22/2019 18:38:52,Student263,G8 (Thur 15:30 - 18:45 SR 3.4),Requirements in a Business Process,Requirements in a Business Process,3,,requirement in business process,requirement in business process,
8/22/2019 18:38:53,Student264,G8 (Thur 15:30 - 18:45 SR 3.4),business process models,functional and process orientation ,3,,business process model,functional and process orientation,
8/22/2019 18:38:55,Student265,G8 (Thur 15:30 - 18:45 SR 3.4),business process models,still okay.,3,More in-depth case studies - released earlier as readings to prep for the class. uhm better categorization of discussion bulletpoints would be nice :') ,business process model,still okay,more in depth case study release earlier as reading to prep for the class good categorization of discussion bulletpoints would be nice
8/22/2019 18:39:09,Student267,G8 (Thur 15:30 - 18:45 SR 3.4),Location Modelling vs Organisational Modelling ,NIL,2,,location model vs organizational modelling,,
8/22/2019 18:39:09,Student266,G8 (Thur 15:30 - 18:45 SR 3.4),business process models ,business and IT alignments,3,nil,business process model,business and it alignment,
8/22/2019 18:39:19,Student268,G8 (Thur 15:30 - 18:45 SR 3.4),Business Process Models,Functional vs Process Orientation,3,More written examples in Functional vs Process Orientation in the slides,business process model,functional process orientation,more write example in functional process orientation in the slide
8/22/2019 18:39:22,Student269,G8 (Thur 15:30 - 18:45 SR 3.4),Business & IT Alignment,Business Process Modelling,4,Very good. Stay cool.,business and it alignment,business process modelling,very good stay cool
8/22/2019 18:39:26,Student270,G8 (Thur 15:30 - 18:45 SR 3.4),da bao business process,visualizing the connections between different business processing,3,nil,da bao business process,visualize the connection between different business processing,
8/22/2019 18:39:28,Student271,G8 (Thur 15:30 - 18:45 SR 3.4),business it alignment,Business process model,3,,business it alignment,business process model,
8/22/2019 18:39:40,Student272,G8 (Thur 15:30 - 18:45 SR 3.4),Business process activities,"Most of the topics, couldn't differentiate some of the comparisons",2,"Define the questions better, vague questions will lead to misunderstanding among students",business process activity,most of the topic could differentiate some of the comparison,define the question well vague question will lead to misunderstand among student
8/22/2019 18:39:50,Student273,G8 (Thur 15:30 - 18:45 SR 3.4),Location model,process orientation,3,More lively,location model,process orientation,more lively
8/22/2019 18:39:52,Student274,G8 (Thur 15:30 - 18:45 SR 3.4),Organisation and Location Model.,BPM was rather confusing.,3,May consider speaking with more enthusiasm! :D i love your joke though.,organization and location model,bpm was rather confuse,may consider speak with more enthusiasm love your joke though
8/22/2019 18:40:02,Student275,G8 (Thur 15:30 - 18:45 SR 3.4),organisation vs location modelling,process vs functional ,3,prof doesn't need to use the mic,organization location model,process vs functional,professor does need to use the mic
8/22/2019 18:40:28,Student276,G8 (Thur 15:30 - 18:45 SR 3.4),Business Process Models ,list the key attributes or components of a business process (i thought ,4,watch videos ? ,business process model,list the key attribute or component of business process think,watch video
8/22/2019 18:40:29,Student277,G8 (Thur 15:30 - 18:45 SR 3.4),The different type of Business Process Models,The difference between Functional Orientation and Process Orientation,3,,the different type of business process model,the difference between functional orientation and process orientation,
8/22/2019 18:40:31,Student278,G8 (Thur 15:30 - 18:45 SR 3.4),Business IT alignment,Functional Orientation and Process Orientation,4,,business it alignment,functional orientation and process orientation,
8/22/2019 18:41:01,Student279,G8 (Thur 15:30 - 18:45 SR 3.4),the different process models,nil,3,The lesson was a little dry and i am not very sure about which are the key points to take away from this lesson. ,the different process model,,the lesson was little dry and am not very sure about which are the key point to take away from this lesson
8/22/2019 18:41:02,Student280,G8 (Thur 15:30 - 18:45 SR 3.4),The importance of why business and IT alignment is important and necessary for success. ,NIL ,3,Elaborate more to further explain the topics and not only read from the slides.,the importance of why business and it alignment is important and necessary for success,,elaborate more to further explain the topic and not only read from the slide
8/22/2019 18:41:04,Student281,G8 (Thur 15:30 - 18:45 SR 3.4),The business process alignment.,-,2,The delivery of the lesson was dry and it was kind of hard to know what are the main points of the topics. ,the business process alignment,,the delivery of the lesson was dry and it was kind of hard to know what are the main point of the topic
8/22/2019 18:43:14,Student282,G8 (Thur 15:30 - 18:45 SR 3.4),"Business Process Management - from forming strategies, then goals, before having functional / process management, and finally the implementation phase","Business Process Components, like the specifics of it",3,,business process management from form strategy then goal before having functional or process management and finally the implementation phase,business process component like the specific of it,
8/23/2019 10:56:33,Student283,G3 (Fri 8:15 - 11:30 SR 3.1),I enjoyed learning about business processes in a more detailed manner.,I think understanding the components of a business process diagram was challenging as sub-process is a new concept to me.,4,,enjoy learn about business process in more detailed manner,think understand the component of business process diagram was challenge as sub process is new concept to me,
8/23/2019 10:57:54,Student284,G3 (Fri 8:15 - 11:30 SR 3.1),Business and IT alignment,Business process,4,,business and it alignment,business process,
8/23/2019 10:58:35,Student285,G3 (Fri 8:15 - 11:30 SR 3.1),BPM Framework,How to draw the business process and what must be included and not included in it,4,Summary slides for the whole class so that we can make sure we didn't miss out anything,bpm framework,how to draw the business process and what must be include and not include in it,summary slide for the whole class so that we can make sure we did miss out anything
8/23/2019 11:00:23,Student286,G3 (Fri 8:15 - 11:30 SR 3.1),business modeling ,business modeling activities,3,15 minutes break time instead of 10 minutes,business model,business modeling activity,minute break time instead of minute
8/23/2019 11:11:45,Student287,G9 (Fri 8:15 - 11:30 SR 3.2),Understanding the importance of aligning business with IT ,Business Process Modelling ,3,,understand the importance of align business with it,business process modelling,
8/23/2019 11:12:27,Student288,G9 (Fri 8:15 - 11:30 SR 3.2),Business Modelling,3 Levels of Alignment,4,,business model,level of alignment,
8/23/2019 11:12:38,Student289,G3 (Fri 8:15 - 11:30 SR 3.1),Business Process Diagram,Organisation and location chart,3,Turn off the front row lights when using the slides.,business process diagram,organization and location chart,turn off the front row light when use the slide
8/23/2019 11:13:35,Student290,G9 (Fri 8:15 - 11:30 SR 3.2),"The different model use in a business - Organisation, Location ",The difference between functional orientation and process orientation,4,,the different model use in business organization location,the difference between functional orientation and process orientation,
8/23/2019 11:14:02,Student291,G9 (Fri 8:15 - 11:30 SR 3.2),Business Process Modelling,Business and IT misalignment - we know that it is important but it is difficult to explain why through words,3,,business process modelling,business and it misalignment we know that it is important but it is difficult to explain why through word,
8/23/2019 11:14:56,Student292,G3 (Fri 8:15 - 11:30 SR 3.1),Understanding the need to bridge the gap between IT and the Business unit,Differentiating functional and process orientation setup,4,,understand the need to bridge the gap between it and the business unit,differentiate functional and process orientation setup,
8/23/2019 11:15:18,Student293,G9 (Fri 8:15 - 11:30 SR 3.2),Organisation model and location model ,Business process elements,4,,organization model and location model,business process element,
8/23/2019 11:15:22,Student294,G3 (Fri 8:15 - 11:30 SR 3.1),Business process models,Business Process Management (Models),4,,business process model,business process management model,
8/23/2019 11:15:25,Student296,G3 (Fri 8:15 - 11:30 SR 3.1),Location Organisation ,BPM,4,,location organization,bpm,
8/23/2019 11:15:25,Student295,G3 (Fri 8:15 - 11:30 SR 3.1),Business Process Modelling,The different types of business process models ,4,-,business process modelling,the different type of business process model,
8/23/2019 11:15:27,Student297,G3 (Fri 8:15 - 11:30 SR 3.1),everything!!!,organisational and location model,3,only count class part for those who raise their hands or get called by prof to answer,everything,organizational and location model,only count class part for those who raise their hand or get call by professor to answer
8/23/2019 11:16:21,Student298,G3 (Fri 8:15 - 11:30 SR 3.1),class activities on each topics,nil,4,nil,class activity on each topic,,
8/23/2019 11:16:33,Student299,G3 (Fri 8:15 - 11:30 SR 3.1),Business Process Models,Business Process Management,4,,business process model,business process management,
8/23/2019 11:17:02,Student300,G3 (Fri 8:15 - 11:30 SR 3.1),The types of models,the benefits of having different models because it is quite broad,4,,the type of model,the benefit of having different model because it is quite broad,
8/23/2019 11:17:38,Student301,G3 (Fri 8:15 - 11:30 SR 3.1),Learning Organisational and Location models,Understanding the advantages and application of the models,4,NIL,learn organizational and location model,understand the advantage and application of the model,
8/23/2019 11:17:56,Student302,G3 (Fri 8:15 - 11:30 SR 3.1),Business Process Model - Organizational and Location Model,Identifying the relevant attributes / components and information needed in a business process,3,,business process model organizational and location model,identify the relevant attribute or component and information need in business process,
8/23/2019 11:18:00,Student303,G9 (Fri 8:15 - 11:30 SR 3.2),Organization model. It shows a clear picture of the company structure.,This session taught fundamentals thus nothing was too challenging.  ,4,,organization model it show clear picture of the company structure,this session teach fundamental thus nothing was too challenging,
8/23/2019 11:18:02,Student304,G3 (Fri 8:15 - 11:30 SR 3.1),Business process models,Business process management,3,,business process model,business process management,
8/23/2019 11:19:11,Student305,G3 (Fri 8:15 - 11:30 SR 3.1),location and org model,nil,3,,location and org model,,
8/23/2019 11:19:28,Student306,G3 (Fri 8:15 - 11:30 SR 3.1),Identifying things from the Business Model,Organisation Model Meta-Model,3,,identify thing from the business model,organization model meta model,
8/23/2019 11:19:35,Student307,G3 (Fri 8:15 - 11:30 SR 3.1),THe models are interesting,Business process models,3,-,the model are interest,business process model,
8/23/2019 11:19:37,Student308,G3 (Fri 8:15 - 11:30 SR 3.1),Process orientation and functional orientation differences,Organisation and location model considerations ,3,,process orientation and functional orientation difference,organization and location model consideration,
8/23/2019 11:19:37,Student309,G3 (Fri 8:15 - 11:30 SR 3.1),bpm overview,business process component,4,,bpm overview,business process component,
8/23/2019 11:19:46,Student310,G3 (Fri 8:15 - 11:30 SR 3.1),learning about the different business process models an organisation can have,understanding the diagrams,4,,learn about the different business process model an organization can have,understand the diagram,
8/23/2019 11:20:46,Student311,G3 (Fri 8:15 - 11:30 SR 3.1),The discussion on the different models,Business Process Components (The differences in the terms),4,Giving a slide on all the terminology and its definition,the discussion on the different model,business process components the difference in the term,give slide on all the terminology and its definition
8/23/2019 11:20:50,Student312,G3 (Fri 8:15 - 11:30 SR 3.1),business process models,I can understand all,4,,business process model,can understand all,
8/23/2019 11:20:54,Student313,G3 (Fri 8:15 - 11:30 SR 3.1),Module 3: Business Process Modeling,Business Process Modeling,4,I really like the way that prof give the class the overview of the topic before going to the details. It really help me to follow with her pace easily. ,module business process modeling,business process modeling,really like the way that professor give the class the overview of the topic before go to the detail it really help me to follow with her pace easily
8/23/2019 11:21:01,Student314,G3 (Fri 8:15 - 11:30 SR 3.1),Business Process Modelling,Business Modelling Activities,3,,business process modelling,business modelling activity,
8/23/2019 11:21:10,Student315,G3 (Fri 8:15 - 11:30 SR 3.1),Business Process Models,Biz and IT alignment,4,,business process model,biz and it alignment,
8/23/2019 11:21:33,Student316,G3 (Fri 8:15 - 11:30 SR 3.1),Business alignment,business process modelling,3,nil,business alignment,business process modelling,
8/23/2019 11:21:45,Student317,G3 (Fri 8:15 - 11:30 SR 3.1),The business process models that was taught today in class,Business Process activities,4,,the business process model that was teach today in class,business process activity,
8/23/2019 11:22:23,Student318,G3 (Fri 8:15 - 11:30 SR 3.1),the organizational/location models,steps in an implementation phase,3,,the organizational location model,step in an implementation phase,
8/23/2019 11:22:33,Student319,G3 (Fri 8:15 - 11:30 SR 3.1),BPM,Identifying what's in location model HAHA,4,,bpm,identify what in location model,
8/23/2019 11:22:57,Student320,G3 (Fri 8:15 - 11:30 SR 3.1),Business and IT alignment,Business process modelling,3,,business and it alignment,business process modelling,
8/23/2019 11:23:38,Student321,G3 (Fri 8:15 - 11:30 SR 3.1),Diagram Modelling,Business IT alignment,4,More time for class discussions,diagram modelling,business it alignment,more time for class discussion
8/23/2019 11:23:40,Student322,G3 (Fri 8:15 - 11:30 SR 3.1),Reasoning behind organization & location model,Breaking down the business process diagram,4,,reason behind organization and location model,break down the business process diagram,
8/23/2019 11:24:16,Student323,G3 (Fri 8:15 - 11:30 SR 3.1),"Learning about the business process models (organizational, location) and discussing why they are used.",Understanding the definition of a business process,4,,learn about the business process model organizational location and discuss why they are use,understand the definition of business process,
8/23/2019 11:25:41,Student324,G9 (Fri 8:15 - 11:30 SR 3.2),Organisation models,Business process models,4,,organization model,business process model,
8/23/2019 11:25:43,Student325,G9 (Fri 8:15 - 11:30 SR 3.2),The model discussions,Identifying business process components,3,,the model discussion,identify business process component,
8/23/2019 11:25:44,Student326,G9 (Fri 8:15 - 11:30 SR 3.2),Business Process Model,Levels of alignment,3,,business process model,level of alignment,
8/23/2019 11:25:46,Student327,G9 (Fri 8:15 - 11:30 SR 3.2),Business Modelling,Three levels of alignment,3,NIL. ,business model,three level of alignment,
